id	ZONA	Neighborhood	Street	Start date and time	End date and time	Direction	Reference	Status
7320	Zona Norte	Santana	R DR ZUQUIM	2011/02/28 16:21	2011/02/28 16:52	UNICO	R MAJ SAMPAIO	Inativo Transitável
7321	Zona Norte	Santana	R URUPIARA	2011/02/28 18:08	2011/02/28 23:41	AMBOS	AV ZAKI NARCHI	Inativo Intransitável
7322	Zona Norte	Santana	R STA EULALIA	2011/02/28 18:11	2011/02/28 18:32	C/B	AV SANTOS DUMONT	Inativo Transitável
7323	Zona Norte	Santana	AV ZAKI NARCHI	2011/02/28 18:14	2011/02/28 18:17	AMBOS	R URUPIARA	Inativo Intransitável
7324	Zona Norte	Santana	MARGINAL TIETE	2011/02/28 18:30	2011/02/28 20:57	AS/CB - CENTRAL	PTE DAS BANDEIRAS	Inativo Intransitável
7325	Zona Norte	Santana	MARGINAL TIETE	2011/02/28 18:30	2011/02/28 20:57	AS/CB - CENTRAL	PTE DAS BANDEIRAS	Inativo Intransitável
7326	Zona Norte	Santana	MARGINAL TIETE	2011/02/28 19:38	2011/02/28 21:48	AS/CB - LOCAL	PÇ AIRTON DE ABREU	Inativo Transitável
7327	Zona Norte	Santana	AV CRUZEIRO DO SUL	2011/02/28 20:02	2011/02/28 22:27	ST/ IP	R SANTA EULALIA	Inativo Intransitável
7328	Zona Oeste	Butantã	AV PROF FRANCISCO MORATO	2011/02/28 07:04	2011/02/28 08:01	B/C	ALTURA DO N. 555	Inativo Transitável
7329	Zona Oeste	Lapa	AV EMB MACEDO SOARES	2011/02/28 20:16	2011/02/28 22:30	CB/AS - LOCAL	R VISC DE NANIQUE	Inativo Transitável
7330	Zona Oeste	Lapa	R SERGIO TOMAS	2011/02/28 20:34	2011/03/01 04:00	C/B	R VISCONDE DE TAUNAY	Inativo Transitável
7331	Zona Oeste	Lapa	MARGINAL TIETE	2011/02/28 21:39	2011/02/28 22:35	CB/AS - CENTRAL	R JUVENAL GOMES COIMBRA	Inativo Intransitável
7332	Zona Oeste	Pinheiros	TN PRES JANIO QUADROS	2011/02/28 17:59	2011/02/28 20:15	B/C	AV PRES JUSCELINO KUBITSCHEK	Inativo Transitável
7333	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2011/02/28 16:20	2011/02/28 18:34	AMBOS	AV DALILA	Inativo Intransitável
7334	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2011/02/28 16:43	2011/02/28 20:26	AMBOS	R JULIO COLACO	Inativo Intransitável
7335	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2011/02/28 17:09	2011/02/28 18:50	MARG/IQ	AV ITAQUERA	Inativo Intransitável
7336	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2011/02/28 19:22	2011/02/28 20:46	AMBOS	R MANILHA	Inativo Intransitável
7337	Zona Leste	Mooca	VD DO RIO TAMANDUATEI	2011/02/28 03:01	2011/02/28 06:30	PE/LA	R PAULA SOUZA	Inativo Transitável
7338	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/28 06:13	2011/02/28 07:49	C/B	R DR FOMM	Inativo Transitável
7339	Zona Leste	Mooca	AV CONDE DE FRONTIN	2011/02/28 16:36	2011/02/28 20:46	C/B	PTE ENG ALBERTO BADRA - ACESSO	Inativo Intransitável
7340	Zona Leste	Mooca	R TAQUARI	2011/02/28 16:39	2011/02/28 20:26	AMBOS	R BRESSER	Inativo Intransitável
7341	Zona Leste	Mooca	AV CELSO GARCIA	2011/02/28 16:42	2011/02/28 18:13	C/B	R RUBINO DE OLIVEIRA	Inativo Transitável
7342	Zona Leste	Mooca	VD ENG ALBERTO BADRA	2011/02/28 16:46	2011/02/28 20:18	MARG/IQ	R VER CID GALVÃO	Inativo Intransitável
7343	Zona Leste	Mooca	R MELO FREIRE	2011/02/28 16:50	2011/02/28 19:21	C/B	R ITAPURA	Inativo Transitável
7344	Zona Leste	Mooca	R MELO FREIRE	2011/02/28 16:52	2011/02/28 19:21	C/B	R VILELA	Inativo Transitável
7345	Zona Leste	Mooca	AV SALIM FARAH MALUF	2011/02/28 17:07	2011/02/28 18:59	MARG/VP	R DEMETRIO RIBEIRO	Inativo Transitável
7346	Zona Leste	Mooca	AV CD DE FRONTIN	2011/02/28 17:27	2011/02/28 20:46	C/B	R PINHALZINHO	Inativo Intransitável
7347	Zona Leste	Mooca	MARGINAL TIETE	2011/02/28 17:43	2011/02/28 21:09	CB/AS - EXP	PTE NOVA TATUAPE	Inativo Transitável
7348	Zona Leste	Mooca	MARGINAL TIETE	2011/02/28 18:00	2011/02/28 23:04	CB/AS - EXP	PTE ARICANDUVA	Inativo Intransitável
7349	Zona Leste	Mooca	MARGINAL TIETE	2011/02/28 19:13	2011/02/28 21:41	CB/AS - EXP	PTE JANIO QUADROS - 300M ANTES	Inativo Intransitável
7350	Zona Leste	Mooca	R PEDRO VICENTE	2011/02/28 19:17	2011/03/01 02:37	AMBOS	R CANINDE	Inativo Intransitável
7351	Zona Leste	Mooca	R AIAMA	2011/02/28 19:44	2011/03/01 00:38	UNICO	R MELO PEIXOTO	Inativo Intransitável
7352	Zona Leste	Mooca	R ADELINO DE ALMEIDA CASTILHO	2011/02/28 19:46	2011/03/01 04:00	C/B	R AIAMA	Inativo Intransitável
7353	Zona Leste	Mooca	MARGINAL TIETE	2011/02/28 21:27	2011/02/28 22:00	CB/AS - LOCAL	AV ARISTON AZEVEDO	Inativo Intransitável
7354	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/28 16:12	2011/02/28 17:39	VP/SAPOP	AV SALIM FARAH MALUF	Inativo Intransitável
7355	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/28 16:35	2011/02/28 17:52	AMBOS	R DR ROBERTO FEIJO	Inativo Intransitável
7356	Zona Leste	Vila Prudente	R PINHEIRO GUIMARAES	2011/02/28 16:40	2011/02/28 17:40	AMBOS	AV PROF LUIZ IGNACIO ANHAIA MELLO	Inativo Intransitável
7357	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/28 16:44	2011/02/28 18:35	AMBOS	R IBITIRAMA	Inativo Intransitável
7358	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/28 16:55	2011/02/28 19:34	AMBOS	VD GRANDE SAO PAULO	Inativo Intransitável
7359	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/28 16:56	2011/02/28 18:34	AMBOS	R DIANOPOLIS	Inativo Intransitável
7360	Zona Sul	M'Boi Mirim	MARIA COELHO DE AGUIAR	2011/02/28 07:15	2011/02/28 07:55	C/B	AV JOÃO DIAS	Inativo Transitável
7361	Zona Sul	M'Boi Mirim	AV MARIA COELHO AGUIAR	2011/02/28 17:50	2011/02/28 17:59	C/B	R HUMBERTO MIRANDA	Inativo Transitável
7362	Zona Sul	M'Boi Mirim	AV MARIA COELHO AGUIAR	2011/02/28 17:56	2011/02/28 21:16	C/B	PÇ ALCEU AMOROSO LIMA	Inativo Transitável
7363	Zona Sudeste	Ipiranga	AV PRES WILSON	2011/02/28 16:00	2011/03/01 02:39	B/C	R SERRA DE PARACAINA	Inativo Transitável
7364	Zona Sudeste	Ipiranga	PC IBRAHIM NOBRE	2011/02/28 18:21	2011/02/28 20:46	UNICO	AV PEDRO ALVARES CABRAL	Inativo Transitável
7365	Zona Norte	Casa Verde	AV ORDEM E PROGRESSO	2011/02/27 15:50	2011/02/27 16:30	AMBOS	PTE DO LIMÃO	Inativo Intransitável
7366	Zona Norte	Freguesia do Ó	AV NSRA DO O	2011/02/27 14:55	2011/02/27 16:05	UNICO	AV SANTA MARINA	Inativo Intransitável
7367	Zona Norte	Freguesia do Ó	AV GAL EDGAR FACO	2011/02/27 15:27	2011/02/27 17:06	AMBOS	AV PAULA FERREIRA	Inativo Intransitável
7368	Zona Norte	Freguesia do Ó	AV INAJAR DE SOUZA	2011/02/27 15:58	2011/02/27 19:05	LA/FO	R MARINA LEMOS DE ABREU	Inativo Intransitável
7369	Zona Norte	Freguesia do Ó	MARGINAL TIETE	2011/02/27 17:18	2011/02/27 19:21	CB/AS - LOCAL	PTE ATTILIO FONTANA	Inativo Transitável
7370	Zona Norte	Freguesia do Ó	AV EMB MACEDO SOARES	2011/02/27 18:03	2011/02/27 19:20	CB/AS - LOCAL	PTE DO PIQUERI	Inativo Intransitável
7371	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETÊ	2011/02/27 15:34	2011/02/28 02:30	AS/CB - LOCAL	PTE DA VILA GUILHERME	Inativo Transitável
7372	Zona Norte	Santana	R DARZAN	2011/02/27 14:55	2011/02/27 20:57	UNICO	AV CRUZEIRO DO SUL	Inativo Intransitável
7373	Zona Norte	Santana	MARGINAL TIETE	2011/02/27 16:09	2011/02/27 16:54	AS/CB - EXP	PTE DAS BANDEIRAS	Inativo Transitável
7374	Centro	Sé	R MANOEL DUTRA	2011/02/27 15:10	2011/02/27 16:19	UNICO	PC QUATORZE BIS	Inativo Intransitável
7375	Centro	Sé	R SÃO PAULO	2011/02/27 15:21	2011/02/27 16:49	AMBOS	R TEIXEIRA LEITE	Inativo Intransitável
7376	Centro	Sé	R AMARAL GURGEL	2011/02/27 15:35	2011/02/27 21:12	C/B	R SANTA ISABEL	Inativo Transitável
7377	Centro	Sé	PQ ANHANGABAU	2011/02/27 15:41	2011/02/27 20:52	ST/AER	R DR FALCAO FILHO	Inativo Intransitável
7378	Centro	Sé	PQ ANHANGABAU	2011/02/27 16:50	2011/02/27 19:14	AER/ST	ALTURA DO N. 657	Inativo Intransitável
7379	Zona Oeste	Butantã	PC CESAR WASHINGTON A DE PROENCA	2011/02/27 15:02	2011/02/27 15:50	AMBOS	AV CORIFEU DE AZEVEDO MARQUES	Inativo Intransitável
7380	Zona Oeste	Butantã	AV CORIFEU DE AZEVEDO MARQUES	2011/02/27 15:07	2011/02/27 19:21	AMBOS	AV VITAL BRASIL	Inativo Intransitável
7381	Zona Oeste	Butantã	AV PROF FRANCISCO MORATO	2011/02/27 15:10	2011/02/27 16:51	AMBOS	AV JORGE JOAO SAAD	Inativo Transitável
7382	Zona Oeste	Butantã	AV VALDEMAR FERREIRA	2011/02/27 15:11	2011/02/27 16:51	USP/JOQUEI	PC VICENTE RODRIGUES	Inativo Transitável
7383	Zona Oeste	Butantã	AV PROF FRANCISCO MORATO	2011/02/27 15:16	2011/02/27 16:51	AMBOS	PC PAULA MOREIRA	Inativo Transitável
7384	Zona Oeste	Butantã	PC VICENTE RODRIGUES	2011/02/27 15:30	2011/02/27 16:52	UNICO	AV AFRANIO PEIXOTO	Inativo Intransitável
7385	Zona Oeste	Butantã	AV CAXINGUI	2011/02/27 15:33	2011/02/27 17:06	AMBOS	AV VITAL BRASIL	Inativo Intransitável
7386	Zona Oeste	Butantã	R ENG OSCAR AMERICANO	2011/02/27 15:35	2011/02/27 16:52	C/B	R CIRCULAR DO BOSQUE	Inativo Transitável
7387	Zona Oeste	Butantã	AV JULES RIMET	2011/02/27 16:27	2011/02/27 17:49	AMBOS	PC ALFREDO GOMES	Inativo Intransitável
7388	Zona Oeste	Butantã	PTE NOVA DO MORUMBI	2011/02/27 17:59	2011/02/27 18:55	CB/INT - LOCAL	MARGINAL PINHEIROS	Inativo Transitável
7389	Zona Oeste	Butantã	PTE NOVA DO MORUMBI	2011/02/27 17:59	2011/02/27 18:55	CB/INT - LOCAL	MARGINAL PINHEIROS	Inativo Transitável
7390	Zona Oeste	Lapa	AV ERMANO MARCHETTI	2011/02/27 14:36	2011/02/27 18:47	LA/BF	PC SEBASTIAO JAYME PINTO	Inativo Intransitável
7391	Zona Oeste	Lapa	R RICARDO CAVATTON	2011/02/27 14:39	2011/02/27 22:21	AMBOS	R HUGO D ANTOLA	Inativo Intransitável
7392	Zona Oeste	Lapa	AV SUMARE	2011/02/27 14:40	2011/02/27 17:07	LI/SU	PC MARREY JUNIOR	Inativo Intransitável
7393	Zona Oeste	Lapa	R TURIASSU	2011/02/27 14:43	2011/02/27 18:30	UNICO	PC MARREY JUNIOR	Inativo Intransitável
7394	Zona Oeste	Lapa	AV POMPEIA	2011/02/27 14:44	2011/02/27 19:06	AMBOS	AV FRANCISCO MATARAZZO	Inativo Intransitável
7395	Zona Oeste	Lapa	R JEROAQUARA	2011/02/27 14:47	2011/02/27 16:04	UNICO	R CORIOLANO	Inativo Transitável
7396	Zona Oeste	Lapa	R GUAICURUS	2011/02/27 14:48	2011/02/27 17:06	UNICO	PC MALVIN JONES	Inativo Transitável
7397	Zona Oeste	Lapa	AV MARQ DE SAO VICENTE	2011/02/27 14:50	2011/02/27 19:09	BF/LA	PC LUIZ CARLOS MESQUITA	Inativo Intransitável
7398	Zona Oeste	Lapa	AV MARQ DE SAO VICENTE	2011/02/27 14:52	2011/02/27 18:07	LA/BF	R PE LUIS ALVES DE SIQUEIRA	Inativo Intransitável
7399	Zona Oeste	Lapa	AV MARQ DE SAO VICENTE	2011/02/27 14:53	2011/02/27 18:30	AMBOS	PC PASCOAL MARTINS	Inativo Intransitável
7400	Zona Oeste	Lapa	MARGINAL TIETÊ	2011/02/27 14:53	2011/02/27 19:20	CB/AS - LOCAL	PTE DO PIQUERI	Inativo Intransitável
7401	Zona Oeste	Lapa	AV GAL EDGAR FACO	2011/02/27 15:02	2011/02/27 19:21	C/B	PTE DO PIQUERI	Inativo Intransitável
7402	Zona Oeste	Lapa	MARGINAL TIETÊ	2011/02/27 15:08	2011/02/27 16:03	CB/AS - LOCAL	PTE DOS REMÉDIOS - 400M APÓS	Inativo Intransitável
7403	Zona Oeste	Lapa	AV DOS TAJURAS	2011/02/27 16:21	2011/02/27 17:06	B/C	PC DEP DARIO DE BARROS	Inativo Intransitável
7404	Zona Oeste	Lapa	AV GAL VIDAL	2011/02/27 17:18	2011/02/27 19:03	B/C	AV GONCALO MADEIRA	Inativo Intransitável
7405	Zona Oeste	Lapa	PTE DOS REMEDIOS	2011/02/27 17:18	2011/02/27 23:06	CB/AS - LOCAL	MARGINAL TIETE	Inativo Transitável
7406	Zona Oeste	Lapa	AV DAS NACOES UNIDAS	2011/02/27 17:43	2011/02/27 22:32	INT/CB - LOCAL	AV MOFARREJ	Inativo Transitável
7407	Zona Oeste	Lapa	AV MAGALHAES DE CASTRO	2011/02/27 18:07	2011/02/27 19:00	CB/INT - LOCAL	R PEDRO AVANCINE	Inativo Intransitável
7408	Zona Oeste	Lapa	AV DAS NACOES UNIDAS	2011/02/27 18:38	2011/02/27 22:54	INT/CB - LOCAL	PTE DOS REMEDIOS	Inativo Transitável
7409	Zona Oeste	Lapa	MARGINAL PINHEIROS	2011/02/27 18:54	2011/02/27 18:55	CB/INT - LOCAL	AV MAJ SYLVIO DE MAGALHAES PADILHA	Inativo Transitável
7410	Zona Oeste	Pinheiros	AV EUSEBIO MATOSO	2011/02/27 15:14	2011/02/27 16:51	C/B	PC JORGE DE LIMA	Inativo Transitável
7411	Zona Oeste	Pinheiros	TN JORN FERNANDO VIEIRA DE MELLO	2011/02/27 15:14	2011/02/27 22:20	C/B	AV EUSEBIO MATOSO	Inativo Intransitável
7412	Zona Oeste	Pinheiros	TN JORN FERNANDO VIEIRA DE MELLO	2011/02/27 15:22	2011/02/27 21:46	B/C	AV EUSEBIO MATOSO	Inativo Intransitável
7413	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2011/02/27 15:50	2011/02/27 17:06	INT/CB - LOCAL	PTE EUSEBIO MATOSO	Inativo Intransitável
7414	Zona Oeste	Pinheiros	AV ENG BILLINGS	2011/02/27 16:48	2011/02/27 18:24	CB/INT - TRANSP LOCAL/EXP	AV ALEXANDRE MACKENZIE	Inativo Intransitável
7415	Zona Oeste	Pinheiros	TN PRES JANIO QUADROS	2011/02/27 21:15	2011/02/27 22:40	C/B	ALTURA DO N. 1462	Inativo Transitável
7416	Zona Leste	Itaquera	AV WALDEMAR TIETZ	2011/02/27 14:55	2011/02/27 19:04	AMBOS	AV. AV. ITAQUERA	Inativo Transitável
7417	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/27 15:10	2011/02/27 16:36	C/B	VD GUADALAJARA	Inativo Transitável
7418	Zona Leste	Mooca	AV RANGEL PESTANA	2011/02/27 15:11	2011/02/27 15:47	C/B	R HIPODROMO	Inativo Transitável
7419	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/27 15:20	2011/02/27 16:36	B/C	VD GUADALAJARA	Inativo Transitável
7420	Zona Leste	Mooca	AV RADIAL LESTE-OESTE	2011/02/27 15:23	2011/02/27 17:09	AMBOS	VD MIE KEN	Inativo Transitável
7421	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/27 15:25	2011/02/27 16:03	AMBOS	R BRESSER	Inativo Transitável
7422	Zona Leste	Mooca	R BRESSER	2011/02/27 15:46	2011/02/27 16:21	AMBOS	VD BRESSER	Inativo Transitável
7423	Zona Leste	Mooca	AV DO ESTADO	2011/02/27 15:49	2011/02/27 18:39	IP/ST	R JOÃO TEODORO	Inativo Transitável
7424	Zona Leste	Mooca	AV DO ESTADO	2011/02/27 15:49	2011/02/27 20:12	IP/ST	R SÃO CAETANO	Inativo Transitável
7425	Zona Leste	Mooca	AV SALIM FARAH MALUF	2011/02/27 16:06	2011/02/27 20:32	MARG/VP	R DEMETRIO RIBEIRO	Inativo Transitável
7426	Zona Leste	Mooca	VD BRESSER	2011/02/27 16:57	2011/02/27 19:39	AMBOS	R BRESSER	Inativo Transitável
7427	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/27 15:43	2011/02/27 19:13	VP/SAP	AV SALIM FARAH MALUF	Inativo Intransitável
7428	Zona Norte	Vila Maria/ Vila Guilherme	AV GUILHERME COTCHING	2011/02/24 15:51	2011/02/24 16:20	UNICO	PC SANTO EDUARDO	Inativo Transitável
7429	Zona Leste	Mooca	AV SALIM FARAH MALUF	2011/02/24 14:51	2011/02/24 15:51	MARG/VP	R DIOGO LOPES	Inativo Transitável
7430	Zona Leste	Mooca	PC CIRO PONTES	2011/02/24 14:55	2011/02/24 15:55	AMBOS	R TAQUARI	Inativo Intransitável
7431	Zona Leste	Mooca	AV RANGEL PESTANA	2011/02/24 14:56	2011/02/24 15:48	AMBOS	R DR RICARDO GONCALVES	Inativo Transitável
7432	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/24 15:04	2011/02/24 15:44	AMBOS	R BRESSER	Inativo Intransitável
7433	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/24 15:07	2011/02/24 15:44	AMBOS	VD GUADALAJARA	Inativo Intransitável
7434	Zona Leste	Mooca	R DR FOMM	2011/02/24 15:10	2011/02/24 15:43	AMBOS	AV ALCANTARA MACHADO	Inativo Intransitável
7435	Zona Norte	Jaçanã/ Tremembé	R VAZ MUNIZ	2011/02/21 15:13	2011/02/21 18:15	AMBOS	AV AGUA FRIA	Inativo Intransitável
7436	Zona Norte	Vila Maria/ Vila Guilherme	AV MORVAN DIAS DE FIGUEIREDO	2011/02/21 15:27	2011/02/21 16:53	AS/CB - AUX	PTE ARICANDUVA	Inativo Transitável
7437	Zona Norte	Santana	AV ZAKI NARCHI	2011/02/21 16:44	2011/02/21 18:15	AMBOS	R URUPIARA	Inativo Intransitável
7438	Centro	Sé	PQ ANHANGABAU	2011/02/21 14:43	2011/02/21 15:47	ST/AER	AV VINTE E TRES DE MAIO	Inativo Transitável
7439	Centro	Sé	R S PAULO	2011/02/21 14:59	2011/02/21 15:42	UNICO	R TEIXEIRA LEITE	Inativo Intransitável
7440	Centro	Sé	MARGINAL TIETE	2011/02/21 15:09	2011/02/21 17:53	AS/CB - EXP	ALTURA DO N. 12594	Inativo Transitável
7441	Centro	Sé	R S CAETANO	2011/02/21 15:20	2011/02/21 16:30	C/B	AV DO ESTADO	Inativo Transitável
7442	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/21 14:55	2011/02/21 16:51	AMBOS	R SILVA JARDIM	Inativo Intransitável
7443	Zona Leste	Mooca	R MELO PEIXOTO	2011/02/21 14:57	2011/02/21 15:35	AMBOS	VD CARLOS FERRACI	Inativo Intransitável
7444	Zona Leste	Mooca	AV JUNTAS PROVISORIAS	2011/02/21 15:01	2011/02/21 15:43	VP/IP	VD JOSE COLASUANNO	Inativo Transitável
7445	Zona Leste	Mooca	AV DO ESTADO	2011/02/21 15:18	2011/02/21 16:30	IP/ST	R S CAETANO	Inativo Transitável
7446	Zona Leste	Mooca	R PDE ADELINO	2011/02/21 15:18	2011/02/21 15:47	AMBOS	AV SALIM FARAH MALUF	Inativo Intransitável
7447	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/21 15:20	2011/02/21 16:51	AMBOS	PC PRES KENNEDY	Inativo Transitável
7448	Zona Leste	Mooca	AV CD DE FRONTIN	2011/02/21 15:20	2011/02/21 16:21	AMBOS	R PINHALZINHO	Inativo Transitável
7449	Zona Leste	Mooca	AV CELSO GARCIA	2011/02/21 15:20	2011/02/21 16:59	C/B	R FIRMIANO PINTO	Inativo Intransitável
7450	Zona Leste	Mooca	AV CELSO GARCIA	2011/02/21 15:21	2011/02/21 16:59	C/B	R SALDANHA MARINHO	Inativo Transitável
7451	Zona Leste	Mooca	AV CELSO GARCIA	2011/02/21 15:23	2011/02/21 16:59	C/B	PC MAJ GUILHERME RUDGE	Inativo Transitável
7452	Zona Leste	Mooca	R DOS TRILHOS	2011/02/21 15:23	2011/02/21 16:52	UNICO	PC PRES KENNEDY	Inativo Transitável
7453	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/21 15:24	2011/02/21 17:57	CENTRO/BAIRRO	R ALM BRASIL	Inativo Transitável
7454	Zona Leste	Mooca	AV CELSO GARCIA	2011/02/21 15:27	2011/02/21 16:59	C/B	R PIMENTA BUENO	Inativo Transitável
7455	Zona Leste	Mooca	VD DO GLICERIO	2011/02/21 15:39	2011/02/21 17:03	PE/LA	VD LESTE-OESTE	Inativo Transitável
7456	Zona Leste	Mooca	VD DO GLICERIO	2011/02/21 15:43	2011/02/21 17:03	B/C	AV PREF PASSOS	Inativo Transitável
7457	Zona Leste	Penha	R HELY LOPES MEIRELLES	2011/02/21 14:59	2011/02/21 16:53	AMBOS	AV TALMA DE OLIVEIRA	Inativo Intransitável
7458	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/21 14:31	2011/02/21 17:41	AMBOS	R AMERICO VESPUCCI	Inativo Intransitável
7459	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2011/02/21 14:47	2011/02/21 16:00	AMBOS	R AMPARO	Inativo Transitável
7460	Zona Leste	Vila Prudente	R ORFANATO	2011/02/21 14:50	2011/02/21 17:40	AMBOS	PC PDE DAMIAO	Inativo Intransitável
7461	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2011/02/21 14:38	2011/02/21 15:42	AMBOS	R FREI ROLIM	Inativo Intransitável
7462	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2011/02/21 14:39	2011/02/21 15:40	SANTOS/SP	AV FAGUNDES FILHO	Inativo Intransitável
7463	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2011/02/21 14:41	2011/02/21 15:40	SP/SANTOS	R RIBEIRO LACERDA	Inativo Intransitável
7464	Zona Sudeste	Ipiranga	R DR MARIO VICENTE	2011/02/21 14:42	2011/02/21 15:41	AMBOS	AV DR RICARDO JAFET	Inativo Intransitável
7465	Zona Sudeste	Ipiranga	AV DO ESTADO	2011/02/21 14:57	2011/02/21 15:41	ST/IP	R BRIG JORDAO	Inativo Intransitável
7466	Zona Sudeste	Ipiranga	R IBIRAREMA	2011/02/21 15:04	2011/02/21 15:41	AMBOS	AV PROF ABRAAO DE MORAIS	Inativo Intransitável
7467	Zona Sudeste	Ipiranga	AV BOSQUE DA SAUDE	2011/02/21 15:05	2011/02/21 15:50	AMBOS	R IBIRAREMA	Inativo Intransitável
7468	Zona Sudeste	Ipiranga	R DO GRITO	2011/02/21 15:11	2011/02/21 15:50	B/C	AV JUNTAS PROVISORIAS	Inativo Transitável
7469	Zona Sudeste	Ipiranga	AV DO ESTADO	2011/02/21 15:15	2011/02/21 16:17	ST/IP	R LEAIS PAULISTANOS	Inativo Intransitável
7470	Zona Sudeste	Ipiranga	AV DO ESTADO	2011/02/21 15:27	2011/02/21 17:33	ST/IP	AV TERESA CRISTINA	Inativo Intransitável
7471	Zona Sudeste	Ipiranga	AV TERESA CRISTINA	2011/02/21 15:28	2011/02/21 16:38	AMBOS	AV DO ESTADO	Inativo Intransitável
7472	Zona Sudeste	Ipiranga	R DOM LUCAS OBES	2011/02/21 15:33	2011/02/21 17:27	B/C	AV JUNTAS PROVISORIAS	Inativo Intransitável
7473	Zona Sudeste	Vila Mariana	AV VINTE E TRES DE MAIO	2011/02/21 14:41	2011/02/21 15:56	AMBOS	VD. GAL EUCLIDES DE FIGUEIREDO	Inativo Intransitável
7474	Zona Sudeste	Vila Mariana	R VERGUEIRO	2011/02/21 14:55	2011/02/21 17:56	C/B	R TAMOIO	Inativo Transitável
7475	Zona Sudeste	Vila Mariana	AV JOSE MARIA WHITAKER	2011/02/21 15:35	2011/02/21 16:35	UNICO	R JOAQUIM DE ALMEIDA	Inativo Intransitável
7476	Zona Sudeste	Vila Mariana	VD REPUBLICA ARABE SIRIA	2011/02/21 16:59	2011/02/21 17:24	AMBOS	AV INDIANOPOLIS	Inativo Intransitável
7477	Centro	Sé	AV RADIAL LESTE-OESTE	2011/02/20 17:21	2011/02/20 21:31	AMBOS	VD CIDADE DE OSAKA	Inativo Transitável
7478	Centro	Sé	AV DO ESTADO	2011/02/20 17:30	2011/02/20 18:45	IP/ST	R TAPAJOS	Inativo Transitável
7479	Centro	Sé	R NEWTON PRADO	2011/02/20 19:37	2011/02/21 01:20	UNICO	R JARAGU�?	Inativo Transitável
7480	Zona Oeste	Lapa	R RICARDO CAVATTON	2011/02/20 16:45	2011/02/20 19:29	AMBOS	R HUGO D ANTOLA	Inativo Transitável
7481	Zona Leste	Mooca	AV RANGEL PESTANA	2011/02/20 17:18	2011/02/20 18:21	AMBOS	R HIPODROMO	Inativo Transitável
7482	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/20 17:28	2011/02/20 18:22	C/B	R SILVA JARDIM	Inativo Transitável
7483	Zona Leste	Mooca	AV ALCANTARA MACHADO	2011/02/20 17:35	2011/02/20 18:22	B/C	R SILVA JARDIM	Inativo Transitável
7484	Zona Leste	Mooca	AV SALIM FARAH MALUF	2011/02/20 17:58	2011/02/20 18:22	MARG/VP	R DEMETRIO RIBEIRO	Inativo Intransitável
7485	Zona Leste	Mooca	AV CDSSA ELISABETH DE ROBIANO	2011/02/20 18:38	2011/02/20 23:05	CB/AS - LOCAL	ALTURA DO N. 367	Inativo Transitável
7486	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2011/02/20 17:53	2011/02/20 20:14	AMBOS	R RIBEIRO LACERDA	Inativo Transitável
7487	Zona Sudeste	Ipiranga	R ELISA SILVEIRA	2011/02/20 17:54	2011/02/20 18:45	UNICO	AV PROF ABRAAO DE MORAIS	Inativo Transitável
7488	Zona Sudeste	Vila Mariana	AV VINTE E TRES DE MAIO	2011/02/20 17:29	2011/02/20 18:45	AER/ST	CV JOAO JORGE SAAD	Inativo Transitável
7489	Centro	Sé	R MANOEL DUTRA	2011/02/18 16:34	2011/02/18 17:10	BAIRRO/CENTRO - UNICA	PC QUATORZE BIS	Inativo Transitável
